Player,Salary,Signed Using,Guaranteed,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Sindarius Thornwell\thornsi01,1378242,,,SG,24,LAC,64,313,5.2,0.485,0.306,0.694,1.7,12.8,7.5,7.2,2.1,1.8,23.8,11.3,-0.3,0.3,0,0.004,-5.8,1,-4.7,-0.2
Anthony Tolliver\tollian01,4750000,,,PF,33,MIN,65,1079,8.6,0.571,0.83,0.232,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,0.6,0.5,1.2,0.052,-1.7,-0.7,-2.4,-0.1
Karl-Anthony Towns\townska01,,,,C,23,MIN,77,2545,26.3,0.622,0.27,0.342,10.9,29.3,20,17.2,1.3,4.2,13.7,28.9,7.2,3.2,10.4,0.197,5.4,0.6,6,5.1
Gary Trent Jr.\trentga02,838464,,,SG,20,POR,15,111,3.6,0.377,0.42,0.14,1,9.4,5.3,6.2,0.4,1.4,7,21.7,-0.3,0.1,-0.2,-0.092,-6.6,-4.2,-10.8,-0.2
Allonzo Trier\trieral01,3382000,,,SG,23,NYK,64,1459,12.2,0.564,0.255,0.431,2.2,12.2,7.1,12.9,0.9,0.8,15.8,21.5,0.4,0.5,0.9,0.03,-1.6,-1.5,-3.1,-0.4
P.J. Tucker\tuckepj01,,,,PF,33,HOU,82,2802,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,2,3,5,0.086,-1.6,1,-0.6,1
Evan Turner\turneev01,17868853,,,PG,30,POR,73,1605,11.6,0.504,0.117,0.239,2.5,18.9,10.9,23.6,1,0.9,18.9,15.9,0.5,1.5,2,0.06,-1.8,0.5,-1.3,0.3
Myles Turner\turnemy01,3410284,,,C,22,IND,74,2119,18,0.567,0.251,0.258,5.4,22,13.9,8,1.4,8.4,10.3,20,1.9,4.4,6.3,0.144,0,2.4,2.5,2.4
Ekpe Udoh\udohek01,3360000,,,C,31,UTA,51,320,20.9,0.698,0,0.417,9.3,20.9,15.2,12.8,1.5,7.7,13.2,13.1,0.9,0.7,1.6,0.238,0.8,3.9,4.7,0.5
Tyler Ulis\ulisty01,,,,PG,23,CHI,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.015,-7.7,-2.7,-10.4,0
Jonas Valančiūnas\valanjo01,,,,C,26,TOT,49,1091,24.4,0.616,0.089,0.344,10.7,31.4,21.1,12,0.8,4.4,12.7,28.5,2.2,1.9,4.2,0.183,2.2,0.4,2.6,1.3
Jonas Valančiūnas\valanjo01,,,,C,26,TOR,30,564,24.4,0.639,0.116,0.363,10.6,30.2,20.6,8.5,1.1,3.4,11.5,25.9,1.6,1.1,2.6,0.224,2.3,0.8,3.2,0.7
Jonas Valančiūnas\valanjo01,,,,C,26,MEM,19,527,24.4,0.594,0.065,0.326,10.9,32.7,21.6,15.7,0.6,5.4,13.8,31.4,0.7,0.9,1.5,0.14,2.1,0,2.1,0.5
Jarred Vanderbilt\vandeja01,838464,,,PF,19,DEN,17,69,12.4,0.513,0.053,0.526,10.9,25.2,18,5.9,4.3,1.3,25.5,19.4,-0.1,0.1,0.1,0.037,-5.2,1,-4.2,0
Fred VanVleet\vanvlfr01,,,,PG,24,TOR,64,1760,13.7,0.539,0.493,0.192,1.3,8.7,5.1,23.9,1.6,0.9,11.2,17.9,2.4,1.9,4.3,0.117,0.4,0.1,0.5,1.1
Noah Vonleh\vonleno01,1512601,,,PF,23,NYK,68,1722,13.9,0.561,0.311,0.355,6.7,25.8,16,11.1,1.3,2.5,14.7,14.8,1.5,1.7,3.2,0.09,-1.2,0.5,-0.7,0.6
Nikola Vučević\vucevni01,,,,C,28,ORL,80,2510,25.5,0.573,0.171,0.168,9.4,31.9,20.5,21.9,1.6,3,9.9,28,5.4,4.7,10.1,0.193,5,1.7,6.6,5.5
Dwyane Wade\wadedw01,1512601,,,SG,37,MIA,72,1885,15.8,0.51,0.272,0.243,3.9,12.2,8,26.5,1.5,1.8,13.5,27.9,0.1,2.3,2.4,0.061,0.8,-0.2,0.6,1.2
Moritz Wagner\wagnemo01,1762080,,,C,21,LAL,43,446,10.1,0.533,0.45,0.31,4,15.4,9.8,7.4,1.1,2.4,16.7,21.7,-0.3,0.5,0.2,0.02,-3.9,-0.4,-4.3,-0.3
Dion Waiters\waitedi01,11550000,,,SG,27,MIA,44,1138,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052,-0.5,-0.6,-1.1,0.3
Kemba Walker\walkeke02,12000000,,,PG,28,CHO,82,2863,21.7,0.558,0.434,0.267,1.9,11.9,6.8,29.4,1.7,1,10.1,31.5,5.5,1.9,7.4,0.123,5.2,-1,4.2,4.4
Lonnie Walker\walkelo01,,,,SG,20,SAS,17,118,10.8,0.446,0.283,0.217,0,15.6,7.9,10.3,2.9,2.2,7.4,20.3,-0.1,0.2,0,0.019,-3.4,1,-2.4,0
John Wall\walljo01,19169800,,,PG,28,WAS,32,1104,18,0.527,0.306,0.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,2.2,-1.4,0.9,0.8
Tyrone Wallace\wallaty01,1349383,,,PG,24,LAC,62,628,7,0.45,0.088,0.263,3.5,13.2,8.5,9.5,1.6,0.9,12.9,18.7,-0.8,0.5,-0.3,-0.023,-5.6,-0.8,-6.4,-0.7
Taurean Prince\princta02,2526840,,,SF,24,ATL,55,1552,11.9,0.575,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,0.8,0.7,1.5,0.047,-1,-1,-2,0
Brad Wanamaker\wanambr01,838464,,,PG,29,BOS,36,343,14.3,0.597,0.371,0.267,0.9,11.8,6.4,22.5,1.7,0.5,13.9,17.1,0.6,0.4,1,0.134,-1.3,0.7,-0.7,0.1
T.J. Warren\warretj01,11750000,,,SF,25,PHO,43,1360,16.3,0.58,0.295,0.203,2.5,11.8,7.1,7.7,1.8,1.8,7.2,22.7,1.6,0.5,2.1,0.074,0.9,-1.1,-0.2,0.6
Julian Washburn\washbju01,,,,SF,27,MEM,18,254,6.5,0.402,0.5,0.083,3.5,14.8,9.1,7.7,2.5,0.7,12.3,10,-0.2,0.3,0.1,0.023,-5.1,0.5,-4.6,-0.2
Yuta Watanabe\watanyu01,,,,SF,24,MEM,15,174,3.3,0.352,0.314,0.196,2.5,17.7,10,6.6,1.1,0.5,9.8,15.8,-0.4,0.2,-0.2,-0.065,-7,-2.1,-9.1,-0.3
Thomas Welsh\welshth01,,,,C,22,DEN,11,36,16.1,0.648,0.538,0.154,0,12.1,6,20.5,0,0,6.7,17.7,0.1,0,0.1,0.162,2.2,-1.1,1.2,0
Russell Westbrook\westbru01,35654150,,,PG,30,OKC,73,2630,21.1,0.501,0.279,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,1.8,5,6.8,0.124,2.8,2.4,5.2,4.7
Derrick White\whitede01,1667160,,,PG,24,SAS,67,1728,14.8,0.555,0.262,0.227,2.2,13.3,7.8,21,1.9,2.3,14,17.7,1.7,1.9,3.6,0.101,-0.4,1.3,0.9,1.3
Okaro White\whiteok01,1187862,,,PF,26,WAS,3,6,-4.5,0,1,0,17.8,18.4,18.1,0,0,0,0,14.1,0,0,0,-0.251,-9,-7.8,-16.8,0
Hassan Whiteside\whiteha01,25434262,,,C,29,MIA,72,1674,23.5,0.564,0.024,0.357,16.3,35.6,25.9,5.6,1.3,7.3,11,22.6,2.3,4,6.3,0.18,1.1,1.2,2.3,1.8
Andrew Wiggins\wiggian01,25467250,,,SF,23,MIN,73,2543,12.4,0.493,0.288,0.245,3.5,11.4,7.4,10.9,1.3,1.6,9.3,24.4,-0.6,1.3,0.6,0.012,-1.2,-1.8,-3,-0.6
Alan Williams\willial03,5000000,,,PF,26,BRK,5,26,32.9,0.61,0.077,0.308,16.2,60.3,38.4,22.3,1.8,0,6.3,25.5,0.1,0.1,0.2,0.312,7.6,4.2,11.8,0.1
C.J. Williams\willicj01,,,,SG,28,MIN,15,128,8.8,0.55,0.457,0.029,0.8,5.9,3.3,12.9,2.2,0,12.4,13.3,0.1,0.1,0.1,0.042,-3.8,0.2,-3.7,-0.1
Johnathan Williams\willijo04,,,,C,23,LAL,24,372,15.1,0.599,0.018,0.436,13.6,13.9,13.7,4.9,1,1.5,10.9,16.4,0.7,0.3,1,0.135,-2,-1.1,-3.2,-0.1
Kenrich Williams\willike04,838464,,,SF,24,NOP,46,1079,9.7,0.485,0.559,0.068,5.4,15.5,10.5,9.5,1.9,1.4,11.1,12.3,0.3,0.9,1.2,0.053,-2.3,0.4,-1.9,0
Lou Williams\willilo02,,,,SG,32,LAC,75,1993,21.2,0.554,0.256,0.426,2.2,9.4,5.9,33,1.3,0.4,11.8,32.4,3.9,1.2,5.1,0.123,4.3,-2.1,2.2,2.1
Marvin Williams\willima02,14087500,,,PF,32,CHO,75,2133,12.6,0.548,0.586,0.132,3.8,17.1,10.3,6.1,1.6,2.5,6.4,14.9,1.9,1.9,3.8,0.086,-0.4,0.2,-0.3,0.9
Robert Williams\williro04,,,,C,21,BOS,32,283,18.8,0.703,0,0.294,10.2,20.4,15.3,3.3,1.5,12.5,14.8,10.3,0.5,0.6,1.2,0.201,-1.7,3.4,1.8,0.3
Troy Williams\willitr02,1512601,,,SF,24,SAC,21,312,10.5,0.531,0.449,0.153,3.9,15.9,9.7,4.7,1.5,2.2,7.9,15,0.1,0.3,0.4,0.064,-2.4,0,-2.4,0
D.J. Wilson\wilsodj01,2534280,,,PF,22,MIL,48,882,10.3,0.515,0.506,0.187,5.5,19.2,12.8,7.6,0.9,1.9,10.5,14.4,0.3,1.4,1.7,0.093,-2.4,0.2,-2.2,0
Justise Winslow\winslju01,3448926,,,SF,22,MIA,66,1959,12.8,0.513,0.342,0.183,3.4,15.9,9.6,21.9,1.8,0.9,14.9,20.8,0.2,2.6,2.8,0.067,-1.3,0.7,-0.6,0.7
Christian Wood\woodch01,1512601,,,PF,23,TOT,21,251,21.9,0.607,0.222,0.479,7.2,26.5,17,4.8,1.3,3.2,10.7,26.1,0.4,0.3,0.8,0.151,1.4,-1,0.4,0.1
Christian Wood\woodch01,1512601,,,PF,23,MIL,13,62,17.1,0.585,0.2,0.6,7,24.7,16.4,4.6,0,0,8.7,23.4,0.1,0.1,0.2,0.146,0.3,-1.5,-1.3,0
Christian Wood\woodch01,1512601,,,PF,23,NOP,8,189,23.4,0.613,0.228,0.446,7.2,27,17.3,4.9,1.7,4.3,11.3,26.9,0.3,0.3,0.6,0.152,1.7,-0.8,0.9,0.1
Delon Wright\wrighde01,2536898,,,PG,26,TOT,75,1699,15.5,0.523,0.301,0.269,4.4,12.8,8.6,21.6,2.5,1.6,11,18.1,1.9,2.4,4.3,0.121,0.1,1.4,1.5,1.5
Delon Wright\wrighde01,2536898,,,PG,26,TOR,49,897,14.5,0.527,0.307,0.208,4.8,10.1,7.5,16.8,2.5,1.4,10.4,17.1,1,1.3,2.3,0.123,0.1,1.6,1.7,0.8
Delon Wright\wrighde01,2536898,,,PG,26,MEM,26,802,16.6,0.519,0.294,0.336,4,15.9,9.9,26.9,2.6,1.8,11.6,19.2,0.9,1.1,2,0.119,0,1.2,1.2,0.6
Guerschon Yabusele\yabusgu01,2667600,,,PF,23,BOS,41,251,12.4,0.542,0.364,0.286,9.8,12.8,11.3,8.2,1.5,2.5,14.8,17.5,0.2,0.3,0.5,0.09,-2.5,-0.2,-2.7,0
Nick Young\youngni01,1042584,,,SG,33,DEN,4,37,2.3,0.5,0.889,0,0,2.9,1.5,6.8,0,2.4,18.2,12.7,0,0,0,-0.021,-4.3,-2.5,-6.9,0
Thaddeus Young\youngth01,13964045,,,PF,30,IND,81,2489,16.2,0.569,0.174,0.161,8.7,14.4,11.7,12,2.4,1.3,12,18,3,3.9,6.9,0.133,0.4,1.1,1.5,2.2
Trae Young\youngtr01,5356440,,,PG,20,ATL,81,2503,17,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,2.5,0.7,3.3,0.062,2.3,-2.8,-0.6,0.9
Cody Zeller\zelleco01,13528090,,,C,26,CHO,49,1243,17.2,0.611,0.064,0.409,9.4,19.7,14.5,12.1,1.5,2.9,13.2,16.3,2.6,1.2,3.9,0.15,-0.6,0.7,0.1,0.7
Tyler Zeller\zellety01,59820,,,C,29,TOT,6,93,17.3,0.607,0.033,0.6,12.9,15.7,14.2,6.7,0.5,3.1,9.5,20.1,0.2,0.1,0.3,0.167,-3.1,-1.9,-5,-0.1
Tyler Zeller\zellety01,59820,,,C,29,ATL,2,11,1.5,0,0.5,0,18.7,39.1,28.7,10.6,0,0,0,7.4,0,0,0,-0.013,-8.7,-1.6,-10.2,0
Tyler Zeller\zellety01,59820,,,C,29,MEM,4,82,19.4,0.64,0,0.643,12.1,12.5,12.3,6.2,0.6,3.5,10,21.8,0.2,0.1,0.3,0.191,-2.3,-1.9,-4.3,0
Ante Žižić\zizican01,,,,C,22,CLE,59,1082,16.2,0.59,0,0.399,10.6,22.8,16.4,7.7,0.6,1.8,13.6,18.2,1.7,0.3,2,0.087,-1.1,-2.1,-3.2,-0.3
Ivica Zubac\zubaciv01,1544951,,,C,21,TOT,59,1040,18.9,0.604,0,0.332,11.9,24.2,18.2,9.1,0.6,4,13.9,20.3,1.9,1.3,3.2,0.148,-0.2,-0.2,-0.5,0.4
Ivica Zubac\zubaciv01,1544951,,,C,21,LAL,33,516,19.5,0.633,0,0.342,11,21.2,16.2,7.3,0.4,4.3,12.9,20.5,1.1,0.6,1.8,0.165,-0.3,0.1,-0.2,0.2
Ivica Zubac\zubaciv01,1544951,,,C,21,LAC,26,524,18.3,0.574,0,0.323,12.7,27.2,20.2,10.9,0.9,3.6,14.8,20.1,0.7,0.7,1.4,0.132,-0.2,-0.5,-0.7,0.2
Steven Adams\adamsst01,25842697,1st Round Pick,"$53,370,787",C,26,OKC,59,1592,20.8,0.606,0.007,0.415,14.4,23.9,19.3,13.5,1.5,3.6,14.4,17.3,3.7,2.5,6.3,0.19,2,1.1,3.1,2
Bam Adebayo\adebaba01,3454080,1st Round Pick,"$8,569,572",PF,22,MIA,66,2263,20.7,0.607,0.018,0.482,8.7,24.9,17.2,23.7,1.7,3.7,17.6,21,4.7,3.6,8.3,0.177,1.6,2,3.6,3.2
LaMarcus Aldridge\aldrila01,26000000,Cap Space,"$50,000,000",C,34,SAS,53,1754,19.8,0.571,0.198,0.241,6.3,17.8,12.1,11.4,1,4.4,7.8,23.5,3,1.4,4.5,0.123,1.8,-0.5,1.3,1.5
Nickeil Alexander-Walker\alexani01,2964840,1st Round Pick,"$6,078,000",SG,21,NOP,42,513,8.6,0.457,0.513,0.128,1.6,15.1,8.3,20.7,1.2,1.1,13.9,22.9,-0.6,0.4,-0.2,-0.017,-3,-1,-4,-0.3
Grayson Allen\allengr01,2429400,1st Round Pick,"$4,974,720",SG,24,MEM,32,547,11.4,0.584,0.519,0.206,1,12.5,6.8,11.3,0.8,0.2,11.6,17.7,0.5,0.3,0.8,0.068,-1.1,-1.3,-2.4,0
Jarrett Allen\allenja01,2376840,1st Round Pick,"$6,286,742",C,21,BRK,66,1712,20.6,0.663,0.012,0.572,12.4,24.9,18.8,8,1.1,4.2,11.9,15,4.7,2.8,7.5,0.211,1.1,1,2.2,1.8
Kadeem Allen\allenka01,,,,SG,27,NYK,10,117,14,0.512,0.364,0.25,1.8,6.6,4.1,27,2.1,1.6,14.1,20.6,0.1,0.1,0.1,0.053,0,-0.6,-0.6,0
Al-Farouq Aminu\aminual01,9258000,MLE,"$29,162,700",PF,29,ORL,18,380,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.3,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.016,-4.5,1.4,-3.1,-0.1
Justin Anderson\anderju01,196288,Minimum Salary,"$294,432",SF,26,BRK,4,27,1.2,0.169,0.625,0.25,3.9,15,9.6,18.9,0,6.1,10.1,15.3,-0.1,0,-0.1,-0.122,-8.2,-0.2,-8.4,0
Kyle Anderson\anderky01,9073050,MLE,"$28,515,300",PF,26,MEM,61,1183,12.8,0.537,0.236,0.24,4.9,18.1,11.6,15.5,1.9,2.3,15,13.4,0.9,1.4,2.3,0.092,-1.3,1.9,0.6,0.8
Ryan Anderson\anderry01,5214583,,"$15,643,750",PF,31,HOU,2,14,9.5,0.357,0.714,0,0,52.8,26.2,20.1,3.3,0,12.5,23.6,0,0,0,-0.033,-4.1,0.7,-3.4,0
Giannis Antetokounmpo\antetgi01,25842697,1st Round Pick,"$53,370,787",PF,25,MIL,59,1827,32,0.61,0.236,0.499,7.8,34.7,22.1,34.4,1.5,2.9,12.9,37.4,6,4.9,10.9,0.287,7.6,4.2,11.8,6.4
Kostas Antetokounmpo\antetko01,,,,PF,22,LAL,3,5,8.6,,,,0,21.4,10.9,22.6,0,0,,0,0,0,0,0.137,1.2,3.1,4.3,0
Thanasis Antetokounmpo\antetth01,1445697,Minimum Salary,"$3,147,290",SF,27,MIL,18,93,14.2,0.528,0.194,0.417,12.5,8,10.1,13.8,2.9,1.9,20.5,23.8,0,0.2,0.2,0.081,-4,1.7,-2.3,0
Carmelo Anthony\anthoca01,2159029,Minimum Salary,"$2,159,029",PF,35,POR,52,1694,12.2,0.521,0.29,0.198,3.9,15.8,9.9,6.9,1.2,1.2,10.8,21.5,0.2,0.8,1,0.029,-2,-1.8,-3.8,-0.8
OG Anunoby\anunoog01,2281800,1st Round Pick,"$6,154,015",SF,22,TOR,64,1930,13.5,0.606,0.407,0.168,4.2,14.4,9.4,7.5,2.2,2.1,11.5,14.4,2.1,3.4,5.5,0.137,-0.7,1.9,1.2,1.6
Ryan Arcidiacono\arcidry01,3000000,Cap space,"$6,000,000",PG,25,CHI,58,930,9,0.551,0.627,0.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.07,-2.7,-0.1,-2.8,-0.2
Trevor Ariza\arizatr01,12200000,Cap Space,"$14,000,000",SF,34,TOT,53,1493,11,0.593,0.639,0.228,2.5,15.7,9,8,2.2,0.9,13.6,11.9,1.3,1.3,2.6,0.082,-1.5,0.9,-0.5,0.6
Trevor Ariza\arizatr01,12200000,Cap Space,"$14,000,000",SF,34,SAC,32,791,9.4,0.543,0.739,0.164,2.9,18.3,10.4,8.4,2.2,0.8,13.7,11.3,0.3,0.8,1.1,0.067,-1.9,1.3,-0.6,0.3
Trevor Ariza\arizatr01,12200000,Cap Space,"$14,000,000",SF,34,POR,21,702,12.8,0.643,0.535,0.296,2,12.7,7.4,7.7,2.3,1,13.5,12.6,1,0.5,1.5,0.099,-1,0.5,-0.5,0.3
D.J. Augustin\augusdj01,7250000,Cap Space,"$7,250,000",PG,32,ORL,51,1262,14.3,0.554,0.44,0.384,1.5,8.1,4.7,26.9,1.2,0.1,12.9,18.9,1.9,0.8,2.8,0.105,-0.2,-1.1,-1.3,0.2
Deandre Ayton\aytonde01,9562920,1st Round Pick,"$19,581,120",C,21,PHO,32,1052,20.5,0.575,0.014,0.164,13.4,27,20.1,9.7,1,4.4,12.1,24,1.3,1.4,2.7,0.123,1,-0.4,0.6,0.7
Dwayne Bacon\bacondw01,1618520,MLE,"$1,618,520",SG,24,CHO,39,687,6.1,0.419,0.275,0.217,2.3,14,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8
Marvin Bagley III\baglema01,,,,PF,20,SAC,13,334,15.7,0.512,0.132,0.186,9.6,23.5,16.4,5,0.9,3.4,9.1,25.9,0,0.3,0.4,0.052,-2.1,-1.3,-3.4,-0.1
Lonzo Ball\balllo01,8719320,1st Round Pick,"$19,723,102",PG,22,NOP,58,1868,13.3,0.52,0.573,0.11,3.6,16.7,10.1,29.2,2,1.3,20.8,18.7,0.5,1.9,2.4,0.061,0.2,0.5,0.7,1.3
Mo Bamba\bambamo01,,,,C,21,ORL,62,878,17.5,0.542,0.374,0.161,11.9,25.6,18.5,7.2,1.3,8.8,12.1,17.1,0.8,1.7,2.5,0.136,-1.3,1.6,0.3,0.5
J.J. Barea\bareajo01,2564753,Minimum Salary,"$2,564,753",PG,35,DAL,26,391,14.8,0.519,0.425,0.101,2.7,10,6.4,37.7,0.5,0.4,15.8,24.2,0.5,0.2,0.7,0.082,1.8,-2.7,-1,0.1
Harrison Barnes\barneha02,24147727,Bird Rights,"$85,000,000",PF,27,SAC,66,2292,13.3,0.577,0.343,0.345,3,12.9,7.8,9.7,0.8,0.4,9,17.4,3.2,1.1,4.3,0.09,0,-1.2,-1.2,0.5
RJ Barrett\barrerj01,7839960,1st Round Pick,"$16,071,720",SG,19,NYK,56,1704,10.7,0.479,0.271,0.349,3,14.8,8.7,12.8,1.6,0.9,12.9,24,-1.6,1.1,-0.5,-0.015,-2.8,-1.5,-4.3,-1
Will Barton\bartowi01,12960000,Bird Rights,"$26,880,000",SF,29,DEN,58,1916,15.6,0.549,0.39,0.18,4.4,16.9,10.6,16.1,1.6,1.4,9.9,20,2.4,2.1,4.5,0.111,1.2,-0.1,1.2,1.5
Keita Bates-Diop\bateske01,1416852,MLE,"$1,416,852",SF,24,TOT,40,667,12.6,0.541,0.452,0.332,3.2,15,8.9,6.5,1.3,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,0,-0.8,0.2
Keita Bates-Diop\bateske01,1416852,MLE,"$1,416,852",SF,24,MIN,37,646,12.5,0.535,0.456,0.316,3.3,15.1,9,6.7,1.2,2.6,5.6,15.8,0.6,0.5,1,0.077,-0.8,-0.1,-0.9,0.2
Keita Bates-Diop\bateske01,1416852,MLE,"$1,416,852",SF,24,DEN,3,21,16.8,0.931,0,2,0,10.6,5.3,0,2.4,4.4,0,7.8,0.1,0,0.1,0.226,0.2,1.9,2.1,0
Nicolas Batum\batumni01,25565217,Cap Space,"$25,565,217",SF,31,CHO,22,505,9.2,0.463,0.605,0.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.7,0.9,-1.9,0
Aron Baynes\baynear01,5453280,Non-Bird Exception,"$5,453,280",C,33,PHO,42,934,15.1,0.581,0.441,0.197,8.3,20.1,14.1,11,0.5,2.1,10.8,21.1,1.3,0.8,2,0.104,-0.2,-0.9,-1.1,0.2
Kent Bazemore\bazemke01,19269662,Cap Space,"$19,269,662",SF,30,TOT,66,1645,9.3,0.5,0.459,0.28,1.7,17.3,9.5,7.6,2.1,2.1,13.4,17.2,-0.8,1.5,0.7,0.02,-3.4,0.4,-3,-0.4
Kent Bazemore\bazemke01,19269662,Cap Space,"$19,269,662",SF,30,POR,43,1111,7.6,0.475,0.525,0.221,1.2,14.7,8.1,7.1,1.9,2.4,14.4,16,-1,0.8,-0.2,-0.007,-3.6,0.4,-3.2,-0.3
Kent Bazemore\bazemke01,19269662,Cap Space,"$19,269,662",SG,30,SAC,23,534,12.9,0.541,0.342,0.386,2.7,22.5,12.4,8.7,2.5,1.4,11.9,19.9,0.2,0.7,0.8,0.074,-2.9,0.4,-2.5,-0.1
Darius Bazley\bazleda01,2284800,1st Round Pick,"$4,683,960",PF,19,OKC,54,938,8.3,0.483,0.436,0.199,2.6,20.8,12,4.2,1,3.3,13.8,14,-0.8,1.3,0.5,0.024,-3,0.7,-2.3,-0.1
Bradley Beal\bealbr01,27093019,Cap Space,"$90,346,924",SG,26,WAS,57,2053,23.1,0.579,0.369,0.351,2.7,10.6,6.5,29.2,1.6,1,11.4,34.4,4.6,0.5,5.1,0.118,5.3,-2.4,2.9,2.5
Malik Beasley\beaslma01,2731714,1st Round pick,"$2,731,714",SG,23,TOT,55,1209,12.7,0.546,0.517,0.124,1.6,11.9,6.6,9.4,1.6,0.6,9.2,21.8,0.4,0.9,1.3,0.052,-0.7,-1.3,-2,0
Malik Beasley\beaslma01,2731714,1st Round pick,"$2,731,714",SG,23,DEN,41,746,10.5,0.511,0.535,0.126,1.3,10.2,5.8,9.1,2.1,0.7,10.2,20.6,-0.2,0.7,0.6,0.035,-2.2,-0.6,-2.8,-0.2
Malik Beasley\beaslma01,2731714,1st Round pick,"$2,731,714",SG,23,MIN,14,463,16.2,0.591,0.494,0.12,2,14.7,8.1,9.8,0.9,0.4,7.9,23.7,0.6,0.2,0.8,0.079,1.8,-2.4,-0.6,0.2
Marco Belinelli\belinma01,5846154,MLE,"$5,846,154",SG,33,SAS,53,794,10.4,0.523,0.571,0.175,0.5,11.9,6.2,11.2,0.7,0.1,5.1,17,0.5,0.2,0.7,0.041,-1,-1.8,-2.8,-0.2
Jordan Bell\belljo01,1620564,,"$1,620,564",C,25,TOT,29,256,13.9,0.577,0.179,0.463,12,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0
Jordan Bell\belljo01,1620564,,"$1,620,564",C,25,MIN,27,235,14.1,0.57,0.15,0.483,12.1,23.3,17.5,8.6,0.4,3.5,19.8,15.9,0.2,0.2,0.4,0.072,-1.5,-1.1,-2.5,0
Jordan Bell\belljo01,1620564,,"$1,620,564",PF,25,MEM,2,21,12.6,0.635,0.429,0.286,10.2,4.9,7.5,12.8,2.2,0,27.6,21.6,0,0,0,0.045,-0.4,-1.1,-1.5,0
DeAndre' Bembry\bembrde01,2603982,1st Round pick,"$2,603,982",SG,25,ATL,43,915,9.6,0.5,0.285,0.211,4,14.1,8.9,12.3,2.8,1.7,19.4,14,-0.5,0.7,0.2,0.011,-3.5,1,-2.4,-0.1
Dragan Bender\bendedr01,1678854,,"$1,678,854",SF,22,TOT,16,286,11,0.545,0.467,0.152,5.9,21,13.5,14.4,0.7,2.8,17.6,17.7,0,0.3,0.3,0.053,-3,0.1,-2.9,-0.1
Dragan Bender\bendedr01,1678854,,"$1,678,854",SF,22,MIL,7,91,8.5,0.582,0.429,0.143,0,20.5,10.9,12.5,0,4.8,18.3,12.4,0,0.2,0.2,0.109,-4.3,3,-1.3,0
Dragan Bender\bendedr01,1678854,,"$1,678,854",SF,22,GSW,9,195,12.1,0.534,0.479,0.155,8.6,21.3,14.7,15.2,1,1.8,17.4,20.1,0,0.1,0.1,0.027,-2.4,-1.3,-3.6,-0.1
Dāvis Bertāns\bertada01,7000000,Early Bird Rights,"$7,000,000",PF,27,WAS,54,1583,15.5,0.628,0.774,0.2,2.3,15.2,8.5,8.3,1.1,1.8,8.2,19,3,0.5,3.5,0.105,2.7,-1.8,0.9,1.1
Patrick Beverley\beverpa01,12345679,Bird Rights,"$40,000,000",PG,31,LAC,50,1334,12.5,0.56,0.609,0.136,4.5,15.7,10.2,18.3,1.9,1.6,15.6,13.2,1.6,2.1,3.6,0.13,-0.4,2.6,2.2,1.4
Khem Birch\birchkh01,3000000,Early Bird Rights,"$6,000,000",C,27,ORL,42,812,10.9,0.542,0.008,0.648,9.6,15.6,12.5,6.8,1,2.6,13.3,9.6,0.9,0.8,1.8,0.104,-3,0.4,-2.5,-0.1
Goga Bitadze\bitadgo01,2816760,1st Round Pick,"$5,774,280",C,20,IND,49,410,12.2,0.53,0.279,0.256,6,19.8,12.9,7.1,0.7,6.8,14.8,18.1,-0.1,0.7,0.6,0.068,-4,1.5,-2.5,0
Bismack Biyombo\biyombi01,17000000,Cap Space,"$17,000,000",C,27,CHO,53,1029,16.1,0.57,0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1
